,ID,drugName,condition,patientreview,rating,reviewdate,Useful,Manual_Sentiment,review_cleaned,reviewchars,reviewchars_clean,reviewwords,reviewwords_clean,reviewsentence,reviewsentence_clean,emotions,NRCsent
81701,63076,Tranexamic acid,Menorrhagia,"""After bleeding for almost 8 weeks half the time very heavy with many clots and the other half lighter/less clots Lysteda has helped me. I am 52 and have had two endometrial biopsies and sonohistograms. Results:thick uterine lining, and a small fibroid. After being told the only treatment was a D&amp;C I wanted to try medication as a first line of treatment keeping surgery as the last resort. I was told to take 2 tablets three times a day. By the second dose my flow was much lighter. I am also very anemic now cause I waited too long to pursue the medication. Ladies, try it, don&#039;t wait till you&#039;re terribly anemic like me.  I also have IBS and was afraid of taking it but so far so good.""",8.0,2014-01-18,140,1.0,bleed week half time heavy clot half lighterless clot lysteda help endometrial biopsy sonohistogram resultsthick uterine lining small fibroid tell treatment dampc want try medication line treatment keep surgery resort tell tablet time day second dose flow light anemic cause wait long pursue medication lady try not wait till terribly anemic like ibs afraid take far good,704,371,159,57,9,1,"{'fear': 0.14285714285714285, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.047619047619047616, 'surprise': 0.047619047619047616, 'positive': 0.09523809523809523, 'negative': 0.23809523809523808, 'sadness': 0.09523809523809523, 'disgust': 0.0, 'joy': 0.047619047619047616, 'anticipation': 0.2857142857142857}",anticipation
81884,19405,Pregabalin,Neuropathic Pain,"""I have been taking lyrica for 3 days now after trying every pain med for the last 7 years. ..unreal. ..I am able to walk better and my pain has diminished to about a 2 or 3, I was only a little foggy on the second morning but besides that I have had no bad side effects at all. I tried nuerotin years ago but after the second day I could not function, so any one with nerve pain should give this a try. .it sure has helped me""",10.0,2016-03-27,58,1.0,take lyrica day try pain me year unreal able walk well pain diminish little foggy second morning bad effect try nuerotin year ago second day function nerve pain try sure help,427,174,99,31,5,1,"{'fear': 0.23529411764705882, 'anger': 0.058823529411764705, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.058823529411764705, 'negative': 0.29411764705882354, 'sadness': 0.29411764705882354, 'disgust': 0.058823529411764705, 'joy': 0.0}",negative
81953,40654,Cinacalcet,Secondary Hyperparathyroidism,"""Seems to lower CA but the side effects are somewhat hard to deal with. Leg cramps, and twitching seems to be the worst of it. But there is only surgery as the other option.""",8.0,2009-09-10,21,1.0,low effect somewhat hard deal leg cramp twitching bad surgery option,174,68,40,11,3,1,"{'fear': 0.13333333333333333, 'anger': 0.06666666666666667, 'anticip': 0.0, 'trust': 0.06666666666666667, 'surprise': 0.06666666666666667, 'positive': 0.13333333333333333, 'negative': 0.13333333333333333, 'sadness': 0.13333333333333333, 'disgust': 0.06666666666666667, 'joy': 0.06666666666666667, 'anticipation': 0.13333333333333333}",fear
82066,127037,Metoclopramide,Gastroparesis,"""This is a follow up to my earlier unfavorable review. I experienced several negative effects due to a excess of serotonin, caused by my concommittant use of several anti-depressants. My Dr. adjusted my dosage to only 1/2 of a 5mg. tablet taken a few hours after my evening dinner, and did not eat again until breakfast the next morning. This reduced my negative effects to almost zero, while still maintaining the medicines efficacy. I am able to continue this dose EVERY OTHER evening with VERY favorable results! There has been a considerable reduction in the severe bloating, nausea, and inability to eat even a small meal. I am thrilled to finally feel normal again! I&#039;m so happy I stuck with it, a simple dose adjustment has changed my life!!""",9.0,2014-04-09,67,1.0,follow early unfavorable review experience negative effect excess serotonin cause concommittant use antidepressant dr adjust dosage mg tablet take hour evening dinner eat breakfast morning reduce negative effect zero maintain medicine efficacy able continue dose evening favorable result considerable reduction severe bloat nausea inability eat small meal thrilled finally feel normal m happy stick simple dose adjustment change life,754,433,152,59,9,1,"{'fear': 0.02564102564102564, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.10256410256410256, 'surprise': 0.05128205128205128, 'positive': 0.2564102564102564, 'negative': 0.1794871794871795, 'sadness': 0.10256410256410256, 'disgust': 0.07692307692307693, 'joy': 0.07692307692307693, 'anticipation': 0.1282051282051282}",positive
82113,19347,Pregabalin,Neuropathic Pain,"""I have had long-term treatment-resistant depression with various treatment regimens resulting in partial, but never complete regression. I started taking Lyrica for some unresolved jaw pain thought to have arisen from my wisdom tooth extraction. It was like a switch had been flipped, the next morning I woke up completely refreshed; a feeling I hadn&#039;t experienced in years. I experimented on-and-off to determine whether Lyrica was indeed the reason for this change in energy and mood. Indeed, nights that I took Lyrica (75mg) I was completely refreshed and motivated the next day. This contrasted my normal routine greatly, where I would typically take high doses of vyvanse (75mg-max dose) at 5 am just to wake up. Game changer for depression.""",9.0,2015-11-17,4,1.0,longterm treatmentresistant depression treatment regimen result partial complete regression start take lyrica unresolved jaw pain think arise wisdom tooth extraction like switch flip morning wake completely refresh feeling not experience year experiment onandoff determine lyrica reason change energy mood night take lyrica mg completely refresh motivate day contrast normal routine greatly typically high dose vyvanse mgmax dose wake game changer depression,753,458,143,61,7,1,"{'fear': 0.0967741935483871, 'anger': 0.03225806451612903, 'anticip': 0.0, 'trust': 0.0967741935483871, 'surprise': 0.06451612903225806, 'positive': 0.1935483870967742, 'negative': 0.16129032258064516, 'sadness': 0.12903225806451613, 'disgust': 0.03225806451612903, 'joy': 0.03225806451612903, 'anticipation': 0.16129032258064516}",positive
82596,180185,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,"""Diclegis helps but it does not work completely.  You will still have vomiting and have to take often if your morning sickness is severe.  It can make you very tired and give you an out of sorts feeling.  It was expensive as well at 40.00 a week worth of pills.""",6.0,2016-04-01,3,0.0,diclegis help work completely vomiting morning sickness severe tired sort feel expensive week worth pill,262,104,56,15,4,1,"{'fear': 0.1, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.0, 'positive': 0.3, 'negative': 0.3, 'sadness': 0.1, 'disgust': 0.1, 'joy': 0.0}",positive
82602,19204,Pregabalin,Neuropathic Pain,"""I was prescribed this drug following back surgery. It worked very well initially for pain also providing a calming effect. Over the next 5 months it pretty much stopped working for the pain and the side effects became very worrying. I could not think straight and was dangerously clumbsy. I was is a malaise and did not wish to do anything so I decided to quit. I followed the instructions to taper over at least a week, then the real problems began. This is a horrendous drug to come off, I had to reinstate as I went out of my mind. I am now tapering at 10% as and when I can. I feel so unwell, anxiety has spiralled, depression, suicidal thoughts, insomnia, lack of appetite, sweats, the list could go on it has been a hellish period.""",1.0,2017-01-16,0,-1.0,prescribe drug follow surgery work initially pain provide calming effect month pretty stop work pain effect worrying think straight dangerously clumbsy malaise wish decide quit follow instruction taper week real problem begin horrendous drug come reinstate go mind taper feel unwell anxiety spiral depression suicidal thought insomnia lack appetite sweat list hellish period,739,374,159,53,9,1,"{'fear': 0.17647058823529413, 'anger': 0.058823529411764705, 'anticip': 0.0, 'trust': 0.0784313725490196, 'surprise': 0.0, 'positive': 0.09803921568627451, 'negative': 0.23529411764705882, 'sadness': 0.21568627450980393, 'disgust': 0.0392156862745098, 'joy': 0.0196078431372549, 'anticipation': 0.0784313725490196}",negative
82634,5603,Dostinex,Hyperprolactinemia,"""I was told this drug would fix my symptoms in 12 months but I had to take it for almost 10 years and my hormone levels fluctuated greatly over that time.""",7.0,2017-02-15,6,1.0,tell drug fix symptom month year hormone level fluctuate greatly time,155,69,34,11,1,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.25, 'negative': 0.25, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.25}",trust
82685,54263,Naloxegol,"Constipation, Drug Induced","""Ditto on every negative review I&#039;ve read about this drug. I have had severe hemorrhoid swelling, burning and pain caused by the pressure of  OIC. Although this drug was effective, the nightmare which preceded relief far outweigh ever taking this Big Pharma disaster. A mule couldn&#039;t tolerate this drug.""",2.0,2016-02-17,23,-1.0,ditto negative review ve read drug severe hemorrhoid swelling burning pain cause pressure oic drug effective nightmare precede relief far outweigh take big pharma disaster mule not tolerate drug,314,194,67,29,4,1,"{'fear': 0.15384615384615385, 'anger': 0.11538461538461539, 'anticip': 0.0, 'trust': 0.07692307692307693, 'surprise': 0.038461538461538464, 'positive': 0.11538461538461539, 'negative': 0.3076923076923077, 'sadness': 0.15384615384615385, 'disgust': 0.038461538461538464, 'joy': 0.0}",negative
82696,139419,Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,"""This medicine has simply given me my life back.""",10.0,2012-01-18,23,1.0,medicine simply give life,49,25,12,4,1,1,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",fear
82882,214921,Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,"""I&#039;m 18 years old and just got my first one today along with two other shots which were required for school. Hurt like hell compared to the other two. Maybe less than a minute after I started to feel dizzy, nauseous, vision blurred, had difficulty breathing, threw up... Nearly fainted, had to be brought to a bed via wheelchair. Probably the worst I have ever felt. Hours later, can barely move my arm without feeling pain, even though the other arm (which got two shots) feels fine.
I&#039;m not going to say no one should get this - fainting is obviously better than cancer. I personally would not do it again, especially considering I do not plan to have sex later in life.""",3.0,2017-11-21,0,-1.0,m year old get today shot require school hurt like hell compare maybe minute start feel dizzy nauseous vision blur difficulty breathing throw nearly faint bring bed wheelchair probably bad feel hour later barely arm feel pain arm get shot feel fine m go fainting obviously well cancer personally especially consider plan sex later life,684,335,153,55,7,1,"{'fear': 0.16666666666666666, 'anger': 0.12962962962962962, 'anticip': 0.0, 'trust': 0.037037037037037035, 'surprise': 0.05555555555555555, 'positive': 0.037037037037037035, 'negative': 0.2222222222222222, 'sadness': 0.18518518518518517, 'disgust': 0.07407407407407407, 'joy': 0.018518518518518517, 'anticipation': 0.07407407407407407}",negative
82997,19362,Pregabalin,Neuropathic Pain,"""I recently had back surgery for spinal stenosis.  I was having leg pain and the pain in my leg was worse than before surgery.  After surgery I was also experiencing new pain of stabbing, electrical sensations in addition to the pain I previously had.  I was prescribed Neurontin and the doctor kept raising the dose with no difference in my pain.  I heard of similar experiences and being switched to Lyrica and it made a huge difference.  I was in so much pain day after day.  I switched to Lyrica and I have had nearly full relief of the pain I was having.  I can&#039;t even describe how much this medication has helped me.  If you find yourself in the same experience there is hope.  Keep communicating with your surgeon and try Lyrica.""",10.0,2015-10-21,55,1.0,recently surgery spinal stenosis have leg pain pain leg bad surgery surgery experience new pain stab electrical sensation addition pain previously prescribe neurontin doctor keep raise dose difference pain hear similar experience switch lyrica huge difference pain day day switch lyrica nearly relief pain have not describe medication help find experience hope communicate surgeon try lyrica,742,391,151,56,10,1,"{'fear': 0.2553191489361702, 'anger': 0.0425531914893617, 'anticip': 0.0, 'trust': 0.06382978723404255, 'surprise': 0.0425531914893617, 'positive': 0.0851063829787234, 'negative': 0.19148936170212766, 'sadness': 0.2553191489361702, 'disgust': 0.02127659574468085, 'joy': 0.02127659574468085, 'anticipation': 0.02127659574468085}",fear
